layer,head,input,position,screen_score,published_class
2,7,k,IO+1,0.000000,
2,7,k,S1,0.000000,
2,7,k,S1+1,0.000000,
2,7,k,S2,-0.000219,
2,7,k,S2+1,-0.000005,
2,7,k,END,-0.000001,
2,7,v,IO,0.000000,
2,7,v,IO+1,0.000000,
2,7,v,S1,0.000000,
2,7,v,S1+1,0.000000,
2,7,v,S2,0.000812,
2,7,v,S2+1,0.000075,
2,7,v,END,0.000007,
2,8,q,IO,0.000000,
2,8,q,IO+1,0.000000,
2,8,q,S1,0.000000,
2,8,q,S1+1,0.000000,
2,8,q,S2,-0.000097,
2,8,q,S2+1,-0.000004,
2,8,q,END,-0.000052,
2,8,k,IO,0.000000,
2,8,k,IO+1,0.000000,
2,8,k,S1,0.000000,
2,8,k,S1+1,0.000000,
2,8,k,S2,-0.000041,
2,8,k,S2+1,-0.000026,
2,8,k,END,0.000002,
2,8,v,IO,0.000000,
2,8,v,IO+1,0.000000,
2,8,v,S1,0.000000,
2,8,v,S1+1,0.000000,
2,8,v,S2,-0.000046,
2,8,v,S2+1,-0.000192,
2,8,v,END,-0.000001,
2,9,q,IO,0.000000,
2,9,q,IO+1,0.000000,
2,9,q,S1,0.000000,
2,9,q,S1+1,0.000000,
2,9,q,S2,0.011086,
2,9,q,S2+1,0.000017,
2,9,q,END,0.000006,
2,9,k,IO,0.000000,
2,9,k,IO+1,0.000000,
2,9,k,S1,0.000000,
2,9,k,S1+1,0.000000,
2,9,k,S2,0.010530,
2,9,k,S2+1,0.000035,
2,9,k,END,0.000012,
2,9,v,IO,0.000000,
2,9,v,IO+1,0.000000,
2,9,v,S1,0.000000,
2,9,v,S1+1,0.000000,
2,9,v,S2,-0.000758,
2,9,v,S2+1,0.000010,
2,9,v,END,-0.000004,
2,10,q,IO,0.000000,
2,10,q,IO+1,0.000000,
2,10,q,S1,0.000000,
2,10,q,S1+1,0.000000,
2,10,q,S2,0.000152,
2,10,q,S2+1,0.000060,
2,10,q,END,0.000030,
2,10,k,IO,0.000000,
2,10,k,IO+1,0.000000,
2,10,k,S1,0.000000,
2,10,k,S1+1,0.000000,
2,10,k,S2,0.000004,
2,10,k,S2+1,-0.000007,
2,10,k,END,0.000020,
2,10,v,IO,0.000000,
2,10,v,IO+1,0.000000,
2,10,v,S1,0.000000,
2,10,v,S1+1,0.000000,
2,10,v,S2,0.000115,
2,10,v,S2+1,-0.000017,
2,10,v,END,0.000006,
2,11,q,IO,0.000000,
2,11,q,IO+1,0.000000,
2,11,q,S1,0.000000,
2,11,q,S1+1,0.000000,
2,11,q,S2,-0.001626,
2,11,q,S2+1,0.000114,
2,11,q,END,0.000172,
2,11,k,IO,0.000000,
2,11,k,IO+1,0.000000,
2,11,k,S1,0.000000,
2,11,k,S1+1,0.000000,
2,11,k,S2,-0.000857,
2,11,k,S2+1,-0.000005,
2,11,k,END,-0.000031,
2,11,v,IO,0.000000,
2,11,v,IO+1,0.000000,
2,11,v,S1,0.000000,
2,11,v,S1+1,0.000000,
2,11,v,S2,-0.000197,
2,11,v,S2+1,0.000008,
2,11,v,END,0.000005,
3,0,q,IO,0.000000,duplicate token
3,0,q,IO+1,0.000000,duplicate token
3,0,q,S1,0.000000,duplicate token
3,0,q,S1+1,0.000000,duplicate token
3,0,q,S2,0.121920,duplicate token
3,0,q,S2+1,0.000007,duplicate token
3,0,q,END,0.000001,duplicate token
3,0,k,IO,0.000000,duplicate token
3,0,k,IO+1,0.000000,duplicate token
3,0,k,S1,0.000000,duplicate token
3,0,k,S1+1,0.000000,duplicate token
3,0,k,S2,-0.000476,duplicate token
3,0,k,S2+1,0.000033,duplicate token
3,0,k,END,0.000001,duplicate token
3,0,v,IO,0.000000,duplicate token
3,0,v,IO+1,0.000000,duplicate token
3,0,v,S1,0.000000,duplicate token
3,0,v,S1+1,0.000000,duplicate token
3,0,v,S2,0.000551,duplicate token
3,0,v,S2+1,0.000028,duplicate token
3,0,v,END,-0.000001,duplicate token
3,1,q,IO,0.000000,
3,1,q,IO+1,0.000000,
3,1,q,S1,0.000000,
3,1,q,S1+1,0.000000,
3,1,q,S2,-0.000372,
3,1,q,S2+1,-0.000052,
3,1,q,END,0.000050,
3,1,k,IO,0.000000,
3,1,k,IO+1,0.000000,
3,1,k,S1,0.000000,
3,1,k,S1+1,0.000000,
3,1,k,S2,-0.000244,
3,1,k,S2+1,-0.000044,
3,1,k,END,0.000004,
3,1,v,IO,0.000000,
3,1,v,IO+1,0.000000,
3,1,v,S1,0.000000,
3,1,v,S1+1,0.000000,
3,1,v,S2,-0.000075,
3,1,v,S2+1,0.000002,
3,1,v,END,-0.000002,
3,2,q,IO,0.000000,
3,2,q,IO+1,0.000000,
3,2,q,S1,0.000000,
3,2,q,S1+1,0.000000,
3,2,q,S2,0.000750,
3,2,q,S2+1,0.000003,
3,2,q,END,0.000008,
3,2,k,IO,0.000000,
3,2,k,IO+1,0.000000,
3,2,k,S1,0.000000,
3,2,k,S1+1,0.000000,
3,2,k,S2,0.000950,
3,2,k,S2+1,-0.000172,
3,2,k,END,-0.000002,
3,2,v,IO,0.000000,
3,2,v,IO+1,0.000000,
3,2,v,S1,0.000000,
3,2,v,S1+1,0.000000,
3,2,v,S2,-0.000014,
3,2,v,S2+1,-0.000359,
3,2,v,END,-0.000001,
3,3,q,IO,0.000000,
3,3,q,IO+1,0.000000,
3,3,q,S1,0.000000,
3,3,q,S1+1,0.000000,
3,3,q,S2,-0.000965,
3,3,q,S2+1,-0.000001,
3,3,q,END,-0.000102,
3,3,k,IO,0.000000,
3,3,k,IO+1,0.000000,
3,3,k,S1,0.000000,
3,3,k,S1+1,0.000000,
3,3,k,S2,-0.001195,
3,3,k,S2+1,-0.000084,
3,3,k,END,0.000067,
3,3,v,IO,0.000000,
3,3,v,IO+1,0.000000,
3,3,v,S1,0.000000,
3,3,v,S1+1,0.000000,
3,3,v,S2,-0.000012,
3,3,v,S2+1,-0.000021,
3,3,v,END,0.000003,
3,4,q,IO,0.000000,
3,4,q,IO+1,0.000000,
3,4,q,S1,0.000000,
3,4,q,S1+1,0.000000,
3,4,q,S2,0.030165,
3,4,q,S2+1,0.000014,
3,4,q,END,0.000003,
3,4,k,IO,0.000000,
3,4,k,IO+1,0.000000,
3,4,k,S1,0.000000,
3,4,k,S1+1,0.000000,
