layer,head,input,position,screen_score,published_class
1,0,v,t5,0.000000,
1,0,v,t6,0.000000,
1,0,v,t7,0.000000,
1,0,v,t8,0.000000,
1,0,v,t9,0.000000,
1,0,v,t10,0.000000,
1,0,v,t11,-0.000803,
1,0,v,t12,0.000015,
1,0,v,t13,-0.000007,
1,0,v,t14,-0.000007,
1,0,v,t15,0.000000,
1,1,q,t0,0.000000,
1,1,q,t1,0.000000,
1,1,q,t2,0.000000,
1,1,q,t3,0.000000,
1,1,q,t4,0.000000,
1,1,q,t5,0.000000,
1,1,q,t6,0.000000,
1,1,q,t7,0.000000,
1,1,q,t8,0.000000,
1,1,q,t9,0.000000,
1,1,q,t10,0.000000,
1,1,q,t11,-0.000348,
1,1,q,t12,0.000004,
1,1,q,t13,-0.000004,
1,1,q,t14,0.000012,
1,1,q,t15,-0.000015,
1,1,k,t0,0.000000,
1,1,k,t1,0.000000,
1,1,k,t2,0.000000,
1,1,k,t3,0.000000,
1,1,k,t4,0.000000,
1,1,k,t5,0.000000,
1,1,k,t6,0.000000,
1,1,k,t7,0.000000,
1,1,k,t8,0.000000,
1,1,k,t9,0.000000,
1,1,k,t10,0.000000,
1,1,k,t11,-0.000496,
1,1,k,t12,0.000006,
1,1,k,t13,-0.000007,
1,1,k,t14,0.000007,
1,1,k,t15,-0.000004,
1,1,v,t0,0.000000,
1,1,v,t1,0.000000,
1,1,v,t2,0.000000,
1,1,v,t3,0.000000,
1,1,v,t4,0.000000,
1,1,v,t5,0.000000,
1,1,v,t6,0.000000,
1,1,v,t7,0.000000,
1,1,v,t8,0.000000,
1,1,v,t9,0.000000,
1,1,v,t10,0.000000,
1,1,v,t11,-0.000437,
1,1,v,t12,-0.000038,
1,1,v,t13,-0.000028,
1,1,v,t14,-0.000018,
1,1,v,t15,-0.000004,
1,2,q,t0,0.000000,
1,2,q,t1,0.000000,
1,2,q,t2,0.000000,
1,2,q,t3,0.000000,
1,2,q,t4,0.000000,
1,2,q,t5,0.000000,
1,2,q,t6,0.000000,
1,2,q,t7,0.000000,
1,2,q,t8,0.000000,
1,2,q,t9,0.000000,
1,2,q,t10,0.000000,
1,2,q,t11,0.000035,
1,2,q,t12,-0.000001,
1,2,q,t13,-0.000000,
1,2,q,t14,-0.000007,
1,2,q,t15,0.000000,
1,2,k,t0,0.000000,
1,2,k,t1,0.000000,
1,2,k,t2,0.000000,
1,2,k,t3,0.000000,
1,2,k,t4,0.000000,
1,2,k,t5,0.000000,
1,2,k,t6,0.000000,
1,2,k,t7,0.000000,
1,2,k,t8,0.000000,
1,2,k,t9,0.000000,
1,2,k,t10,0.000000,
1,2,k,t11,0.000067,
1,2,k,t12,0.000002,
1,2,k,t13,-0.000000,
1,2,k,t14,-0.000000,
1,2,k,t15,0.000002,
1,2,v,t0,0.000000,
1,2,v,t1,0.000000,
1,2,v,t2,0.000000,
1,2,v,t3,0.000000,
1,2,v,t4,0.000000,
1,2,v,t5,0.000000,
1,2,v,t6,0.000000,
1,2,v,t7,0.000000,
1,2,v,t8,0.000000,
1,2,v,t9,0.000000,
1,2,v,t10,0.000000,
1,2,v,t11,0.000248,
1,2,v,t12,-0.000000,
1,2,v,t13,0.000002,
1,2,v,t14,-0.000007,
1,2,v,t15,0.000004,
1,3,q,t0,0.000000,
1,3,q,t1,0.000000,
1,3,q,t2,0.000000,
1,3,q,t3,0.000000,
1,3,q,t4,0.000000,
1,3,q,t5,0.000000,
1,3,q,t6,0.000000,
1,3,q,t7,0.000000,
1,3,q,t8,0.000000,
1,3,q,t9,0.000000,
1,3,q,t10,0.000000,
1,3,q,t11,0.000545,
1,3,q,t12,-0.000054,
1,3,q,t13,-0.000146,
1,3,q,t14,0.000036,
1,3,q,t15,-0.000002,
1,3,k,t0,0.000000,
1,3,k,t1,0.000000,
1,3,k,t2,0.000000,
1,3,k,t3,0.000000,
1,3,k,t4,0.000000,
1,3,k,t5,0.000000,
1,3,k,t6,0.000000,
1,3,k,t7,0.000000,
1,3,k,t8,0.000000,
1,3,k,t9,0.000000,
1,3,k,t10,0.000000,
1,3,k,t11,-0.000284,
1,3,k,t12,0.000018,
1,3,k,t13,0.000002,
1,3,k,t14,-0.000004,
1,3,k,t15,0.000006,
1,3,v,t0,0.000000,
1,3,v,t1,0.000000,
1,3,v,t2,0.000000,
1,3,v,t3,0.000000,
1,3,v,t4,0.000000,
1,3,v,t5,0.000000,
1,3,v,t6,0.000000,
1,3,v,t7,0.000000,
1,3,v,t8,0.000000,
1,3,v,t9,0.000000,
1,3,v,t10,0.000000,
1,3,v,t11,0.000281,
1,3,v,t12,-0.000012,
1,3,v,t13,0.000005,
1,3,v,t14,0.000001,
1,3,v,t15,-0.000001,
1,4,q,t0,0.000000,
1,4,q,t1,0.000000,
1,4,q,t2,0.000000,
1,4,q,t3,0.000000,
1,4,q,t4,0.000000,
1,4,q,t5,0.000000,
1,4,q,t6,0.000000,
1,4,q,t7,0.000000,
1,4,q,t8,0.000000,
1,4,q,t9,0.000000,
1,4,q,t10,0.000000,
1,4,q,t11,-0.000117,
1,4,q,t12,0.000004,
1,4,q,t13,-0.000006,
1,4,q,t14,0.000020,
1,4,q,t15,0.000005,
1,4,k,t0,0.000000,
1,4,k,t1,0.000000,
1,4,k,t2,0.000000,
1,4,k,t3,0.000000,
1,4,k,t4,0.000000,
1,4,k,t5,0.000000,
1,4,k,t6,0.000000,
1,4,k,t7,0.000000,
1,4,k,t8,0.000000,
1,4,k,t9,0.000000,
1,4,k,t10,0.000000,
1,4,k,t11,0.000045,
1,4,k,t12,-0.000003,
1,4,k,t13,0.000000,
1,4,k,t14,-0.000001,
1,4,k,t15,-0.000000,
1,4,v,t0,0.000000,
1,4,v,t1,0.000000,
1,4,v,t2,0.000000,
1,4,v,t3,0.000000,
1,4,v,t4,0.000000,
1,4,v,t5,0.000000,
1,4,v,t6,0.000000,
1,4,v,t7,0.000000,
1,4,v,t8,0.000000,
1,4,v,t9,0.000000,
1,4,v,t10,0.000000,
1,4,v,t11,-0.000088,
1,4,v,t12,0.000006,
1,4,v,t13,0.000004,
1,4,v,t14,0.000003,
1,4,v,t15,0.000004,
1,5,q,t0,0.000000,
1,5,q,t1,0.000000,
1,5,q,t2,0.000000,
1,5,q,t3,0.000000,
1,5,q,t4,0.000000,
1,5,q,t5,0.000000,
1,5,q,t6,0.000000,
1,5,q,t7,0.000000,
1,5,q,t8,0.000000,
1,5,q,t9,0.000000,
1,5,q,t10,0.000000,
1,5,q,t11,0.002485,
1,5,q,t12,0.000008,
1,5,q,t13,-0.000000,
1,5,q,t14,0.000025,
1,5,q,t15,-0.000007,
1,5,k,t0,0.000000,
1,5,k,t1,0.000000,
1,5,k,t2,0.000000,
1,5,k,t3,0.000000,
1,5,k,t4,0.000000,
1,5,k,t5,0.000000,
1,5,k,t6,0.000000,
1,5,k,t7,0.000000,
1,5,k,t8,0.000000,
1,5,k,t9,0.000000,
1,5,k,t10,0.000000,
1,5,k,t11,0.000391,
1,5,k,t12,0.000001,
1,5,k,t13,-0.000003,
1,5,k,t14,-0.000012,
1,5,k,t15,0.000010,
1,5,v,t0,0.000000,
1,5,v,t1,0.000000,
1,5,v,t2,0.000000,
1,5,v,t3,0.000000,
1,5,v,t4,0.000000,
1,5,v,t5,0.000000,
1,5,v,t6,0.000000,
1,5,v,t7,0.000000,
1,5,v,t8,0.000000,
1,5,v,t9,0.000000,
1,5,v,t10,0.000000,
1,5,v,t11,-0.000497,
1,5,v,t12,-0.000007,
1,5,v,t13,0.000004,
1,5,v,t14,-0.000014,
1,5,v,t15,-0.000014,
1,6,q,t0,0.000000,
1,6,q,t1,0.000000,
1,6,q,t2,0.000000,
1,6,q,t3,0.000000,
1,6,q,t4,0.000000,
1,6,q,t5,0.000000,
1,6,q,t6,0.000000,
1,6,q,t7,0.000000,
1,6,q,t8,0.000000,
1,6,q,t9,0.000000,
1,6,q,t10,0.000000,
1,6,q,t11,-0.000573,
1,6,q,t12,-0.000031,
1,6,q,t13,-0.000005,
1,6,q,t14,0.000114,
1,6,q,t15,0.000011,
1,6,k,t0,0.000000,
1,6,k,t1,0.000000,
1,6,k,t2,0.000000,
1,6,k,t3,0.000000,
1,6,k,t4,0.000000,
1,6,k,t5,0.000000,
1,6,k,t6,0.000000,
1,6,k,t7,0.000000,
1,6,k,t8,0.000000,
1,6,k,t9,0.000000,
